日期,星期,最高温度,最低温度,天气,风向,城市
2022-02-25, 星期五 ,16℃,8℃,阴,东风 2级,抚州
2022-02-26, 星期六 ,23℃,11℃,阴,东风 3级,抚州
2022-02-27, 星期日 ,21℃,10℃,阴,东北风 2级,抚州
2022-02-28, 星期一 ,25℃,14℃,阴,西北风 2级,抚州
2022-03-01, 星期二 ,20℃,13℃,阴,东北风 3级,抚州
2022-03-02, 星期三 ,21℃,5℃,晴,西南风 1级,抚州
2022-03-03, 星期四 ,27℃,15℃,多云,东北风 2级,抚州
2022-03-04, 星期五 ,28℃,16℃,多云,南风 2级,抚州
2022-03-05, 星期六 ,17℃,11℃,阴,东北风 2级,抚州
2022-03-06, 星期日 ,15℃,11℃,小雨,东北风 3级,抚州
2022-03-07, 星期一 ,19℃,7℃,多云,东北风 2级,抚州
2022-03-08, 星期二 ,20℃,8℃,晴,东风 2级,抚州
2022-03-09, 星期三 ,20℃,9℃,晴,东南风 1级,抚州
2022-03-10, 星期四 ,25℃,13℃,晴,北风 2级,抚州
2022-03-11, 星期五 ,27℃,15℃,晴,北风 2级,抚州
2022-03-12, 星期六 ,26℃,15℃,晴,东风 2级,抚州
2022-03-13, 星期日 ,29℃,17℃,多云,东南风 3级,抚州
2022-03-14, 星期一 ,27℃,17℃,多云,东风 1级,抚州
2022-03-15, 星期二 ,26℃,10℃,多云,西南风 2级,抚州
2022-03-16, 星期三 ,20℃,3℃,多云,北风 2级,抚州
2022-03-17, 星期四 ,27℃,17℃,多云,西风 5级,抚州
2022-03-18, 星期五 ,26℃,14℃,多云,东风 3级,抚州
2022-03-19, 星期六 ,25℃,15℃,多云,东风 2级,抚州
2022-03-20, 星期日 ,23℃,17℃,多云,东南风 3级,抚州
2022-03-21, 星期一 ,21℃,13℃,阴,东风 2级,抚州
2022-03-22, 星期二 ,15℃,10℃,多云,北风 1级,抚州
2022-03-23, 星期三 ,6℃,-7℃,多云,南风 1级,抚州
2022-03-24, 星期四 ,20℃,13℃,小雨,北风 1级,抚州
2022-03-25, 星期五 ,24℃,14℃,小雨,西南风 1级,抚州
2022-03-26, 星期六 ,28℃,14℃,小雨到中雨,东风 3级,抚州
2022-03-27, 星期日 ,16℃,13℃,小雨,东北风 2级,抚州
2022-03-28, 星期一 ,13℃,9℃,多云,东北风 2级,抚州
2022-03-29, 星期二 ,22℃,10℃,多云,西南风 2级,抚州
2022-03-30, 星期三 ,26℃,17℃,阴,东北风 2级,抚州
2022-03-31, 星期四 ,21℃,14℃,小雨,东北风 3级,抚州
2022-04-01, 星期五 ,18℃,6℃,阴,东南风 2级,抚州
2022-04-02, 星期六 ,14℃,10℃,多云,北风 2级,抚州
2022-04-03, 星期日 ,20℃,9℃,晴,北风 3级,抚州
2022-04-04, 星期一 ,22℃,13℃,阴,南风 1级,抚州
2022-04-05, 星期二 ,25℃,13℃,晴,北风 1级,抚州
2022-04-06, 星期三 ,23℃,14℃,多云,东北风 2级,抚州
2022-04-07, 星期四 ,26℃,13℃,晴,东风 3级,抚州
2022-04-08, 星期五 ,26℃,14℃,晴,东北风 3级,抚州
2022-04-09, 星期六 ,27℃,15℃,晴,东风 3级,抚州
2022-04-10, 星期日 ,29℃,17℃,晴,东北风 2级,抚州
2022-04-11, 星期一 ,31℃,18℃,晴,东南风 2级,抚州
2022-04-12, 星期二 ,31℃,19℃,晴,东风 3级,抚州
2022-04-13, 星期三 ,31℃,19℃,多云,西风 3级,抚州
2022-04-14, 星期四 ,28℃,18℃,多云,东北风 2级,抚州
2022-04-15, 星期五 ,24℃,16℃,阴,东风 2级,抚州
2022-04-16, 星期六 ,18℃,13℃,多云,东北风 2级,抚州
2022-04-17, 星期日 ,20℃,14℃,多云,东风 2级,抚州
2022-04-18, 星期一 ,23℃,9℃,多云,西北风 3级,抚州
2022-04-19, 星期二 ,21℃,15℃,多云,东北风 2级,抚州
2022-04-20, 星期三 ,19℃,14℃,小雨,北风 2级,抚州
2022-04-21, 星期四 ,27℃,15℃,多云,南风 2级,抚州
2022-04-22, 星期五 ,28℃,19℃,多云,南风 1级,抚州
2022-04-23, 星期六 ,30℃,20℃,多云,西风 2级,抚州
2022-04-24, 星期日 ,30℃,21℃,阴,东风 2级,抚州
2022-04-25, 星期一 ,34℃,23℃,多云,南风 3级,抚州
2022-04-26, 星期二 ,34℃,23℃,多云,西南风 1级,抚州
2022-04-27, 星期三 ,25℃,18℃,小雨,东风 2级,抚州
2022-04-28, 星期四 ,28℃,19℃,多云,东南风 2级,抚州
2022-04-29, 星期五 ,30℃,17℃,多云,东北风 1级,抚州
2022-04-30, 星期六 ,20℃,16℃,多云,东风 2级,抚州
2022-05-01, 星期日 ,18℃,14℃,小雨,东风 2级,抚州
2022-05-02, 星期一 ,19℃,14℃,阴,北风 1级,抚州
2022-05-03, 星期二 ,24℃,17℃,多云,东北风 3级,抚州
2022-05-04, 星期三 ,24℃,17℃,多云,北风 2级,抚州
2022-05-05, 星期四 ,27℃,17℃,多云,东风 2级,抚州
2022-05-06, 星期五 ,32℃,14℃,晴,南风 2级,抚州
2022-05-07, 星期六 ,26℃,20℃,小雨,东风 2级,抚州
2022-05-08, 星期日 ,24℃,19℃,多云,东风 2级,抚州
2022-05-09, 星期一 ,23℃,19℃,多云,东北风 1级,抚州
2022-05-10, 星期二 ,25℃,19℃,小雨,东风 1级,抚州
2022-05-11, 星期三 ,24℃,19℃,多云,东风 2级,抚州
2022-05-12, 星期四 ,24℃,15℃,小雨,北风 1级,抚州
2022-05-13, 星期五 ,27℃,16℃,小雨到大雨,东风 2级,抚州
2022-05-14, 星期六 ,19℃,15℃,阴,北风 2级,抚州
2022-05-15, 星期日 ,16℃,13℃,阴到中雨,东北风 2级,抚州
2022-05-16, 星期一 ,18℃,13℃,多云,西北风 1级,抚州
2022-05-17, 星期二 ,23℃,14℃,多云,北风 2级,抚州
2022-05-18, 星期三 ,24℃,18℃,多云,北风 3级,抚州
2022-05-19, 星期四 ,25℃,19℃,多云,北风 2级,抚州
2022-05-20, 星期五 ,29℃,19℃,多云,东北风 2级,抚州
2022-05-21, 星期六 ,23℃,19℃,阴,北风 1级,抚州
2022-05-22, 星期日 ,22℃,18℃,小雨到中雨,北风 1级,抚州
2022-05-23, 星期一 ,22℃,19℃,小雨,东风 2级,抚州
2022-05-24, 星期二 ,22℃,20℃,小雨到中雨,西南风 2级,抚州
2022-05-25, 星期三 ,29℃,18℃,阴,东北风 4级,抚州
2022-05-26, 星期四 ,24℃,18℃,阴,东风 1级,抚州
2022-05-27, 星期五 ,23℃,20℃,小雨,东风 1级,抚州
2022-05-28, 星期六 ,27℃,20℃,阴,西南风 1级,抚州
2022-05-29, 星期日 ,31℃,22℃,多云,西南风 1级,抚州
2022-05-30, 星期一 ,34℃,23℃,多云,东风 2级,抚州
2022-05-31, 星期二 ,29℃,23℃,多云,东风 2级,抚州
2022-06-01, 星期三 ,30℃,23℃,小雨到中雨,南风 2级,抚州
2022-06-02, 星期四 ,38℃,21℃,晴,西南风 1级,抚州
2022-06-03, 星期五 ,31℃,24℃,小雨,西南风 2级,抚州
2022-06-04, 星期六 ,32℃,25℃,多云,南风 3级,抚州
2022-06-05, 星期日 ,34℃,25℃,小雨,南风 3级,抚州
2022-06-06, 星期一 ,29℃,21℃,多云,西南风 1级,抚州
2022-06-07, 星期二 ,33℃,24℃,多云,南风 2级,抚州
2022-06-08, 星期三 ,22℃,17℃,小雨到中雨,北风 2级,抚州
2022-06-09, 星期四 ,23℃,20℃,小雨到中雨,北风 2级,抚州
2022-06-10, 星期五 ,26℃,20℃,小雨,东风 1级,抚州
2022-06-11, 星期六 ,24℃,20℃,小雨到中雨,北风 2级,抚州
2022-06-12, 星期日 ,25℃,21℃,阴,西风 1级,抚州
2022-06-13, 星期一 ,25℃,22℃,小雨到中雨,西风 1级,抚州
2022-06-14, 星期二 ,26℃,21℃,多云,西北风 2级,抚州
2022-06-15, 星期三 ,27℃,21℃,多云,西风 1级,抚州
2022-06-16, 星期四 ,27℃,23℃,多云,西风 2级,抚州
2022-06-17, 星期五 ,26℃,23℃,小雨到中雨,南风 2级,抚州
2022-06-18, 星期六 ,29℃,24℃,小雨,北风 1级,抚州
2022-06-19, 星期日 ,32℃,25℃,多云,南风 2级,抚州
2022-06-20, 星期一 ,34℃,21℃,多云,西南风 1级,抚州
2022-06-21, 星期二 ,29℃,25℃,小雨,北风 2级,抚州
2022-06-22, 星期三 ,33℃,25℃,多云,西南风 2级,抚州
2022-06-23, 星期四 ,37℃,25℃,多云,西南风 2级,抚州
2022-06-24, 星期五 ,40℃,25℃,多云,南风 2级,抚州
2022-06-25, 星期六 ,35℃,25℃,多云,南风 3级,抚州
2022-06-26, 星期日 ,34℃,26℃,多云,南风 3级,抚州
2022-06-27, 星期一 ,36℃,26℃,多云,东南风 3级,抚州
2022-06-28, 星期二 ,37℃,26℃,多云,南风 3级,抚州
2022-06-29, 星期三 ,37℃,26℃,多云,东北风 2级,抚州
2022-06-30, 星期四 ,33℃,26℃,多云,东北风 2级,抚州
2022-07-01, 星期五 ,31℃,26℃,小雨,东北风 3级,抚州
2022-07-02, 星期六 ,34℃,24℃,小雨,南风 1级,抚州
2022-07-03, 星期日 ,32℃,26℃,多云,西南风 1级,抚州
2022-07-04, 星期一 ,34℃,26℃,多云,南风 3级,抚州
2022-07-05, 星期二 ,33℃,27℃,多云,南风 2级,抚州
2022-07-06, 星期三 ,33℃,26℃,多云,南风 2级,抚州
2022-07-07, 星期四 ,35℃,26℃,晴,东南风 3级,抚州
2022-07-08, 星期五 ,37℃,26℃,晴,西南风 2级,抚州
2022-07-09, 星期六 ,37℃,23℃,多云,西南风 1级,抚州
2022-07-10, 星期日 ,39℃,27℃,多云,南风 2级,抚州
2022-07-11, 星期一 ,40℃,27℃,多云,南风 2级,抚州
2022-07-12, 星期二 ,38℃,28℃,多云,东南风 2级,抚州
2022-07-13, 星期三 ,41℃,28℃,多云,东风 2级,抚州
2022-07-14, 星期四 ,38℃,27℃,多云,南风 3级,抚州
2022-07-15, 星期五 ,42℃,30℃,多云,南风 2级,抚州
2022-07-16, 星期六 ,38℃,28℃,多云,南风 2级,抚州
2022-07-17, 星期日 ,38℃,28℃,多云,西南风 2级,抚州
2022-07-18, 星期一 ,37℃,26℃,多云,南风 1级,抚州
2022-07-19, 星期二 ,38℃,29℃,多云,南风 2级,抚州
2022-07-20, 星期三 ,38℃,27℃,晴,西南风 3级,抚州
2022-07-21, 星期四 ,38℃,28℃,晴,南风 3级,抚州
2022-07-22, 星期五 ,40℃,21℃,晴,南风 2级,抚州
2022-07-23, 星期六 ,41℃,27℃,晴,西南风 1级,抚州
2022-07-24, 星期日 ,38℃,24℃,晴,东风 2级,抚州
2022-07-25, 星期一 ,40℃,28℃,多云,东南风 3级,抚州
2022-07-26, 星期二 ,39℃,28℃,晴,东南风 2级,抚州
2022-07-27, 星期三 ,39℃,24℃,多云,东南风 1级,抚州
2022-07-28, 星期四 ,38℃,25℃,多云,北风 2级,抚州
2022-07-29, 星期五 ,39℃,25℃,中雨到大雨,东风 2级,抚州
2022-07-30, 星期六 ,35℃,26℃,多云,西风 1级,抚州
2022-07-31, 星期日 ,39℃,27℃,多云,东北风 2级,抚州
2022-08-01, 星期一 ,38℃,27℃,小雨,西风 2级,抚州
2022-08-02, 星期二 ,33℃,26℃,阴,东风 2级,抚州
2022-08-03, 星期三 ,32℃,26℃,多云,西北风 3级,抚州
2022-08-04, 星期四 ,35℃,26℃,多云,西南风 1级,抚州
2022-08-05, 星期五 ,36℃,27℃,多云,南风 1级,抚州
2022-08-06, 星期六 ,38℃,27℃,多云,东北风 2级,抚州
2022-08-07, 星期日 ,35℃,26℃,多云,西北风 2级,抚州
2022-08-08, 星期一 ,35℃,26℃,多云,北风 1级,抚州
2022-08-09, 星期二 ,36℃,27℃,晴,东风 2级,抚州
2022-08-10, 星期三 ,37℃,27℃,多云,东风 2级,抚州
2022-08-11, 星期四 ,38℃,27℃,晴,南风 2级,抚州
2022-08-12, 星期五 ,37℃,28℃,晴,南风 2级,抚州
2022-08-13, 星期六 ,37℃,28℃,多云,东风 2级,抚州
2022-08-14, 星期日 ,37℃,27℃,多云,东风 3级,抚州
2022-08-15, 星期一 ,36℃,27℃,晴,北风 1级,抚州
2022-08-16, 星期二 ,39℃,27℃,多云,东风 2级,抚州
2022-08-17, 星期三 ,37℃,28℃,多云,东南风 3级,抚州
2022-08-18, 星期四 ,37℃,27℃,多云,北风 2级,抚州
2022-08-19, 星期五 ,37℃,27℃,晴,西南风 1级,抚州
2022-08-20, 星期六 ,38℃,27℃,多云,南风 1级,抚州
2022-08-21, 星期日 ,41℃,28℃,多云,西南风 2级,抚州
2022-08-22, 星期一 ,41℃,29℃,多云,西风 2级,抚州
2022-08-23, 星期二 ,38℃,29℃,多云,东风 3级,抚州
2022-08-24, 星期三 ,35℃,28℃,多云,西南风 2级,抚州
2022-08-25, 星期四 ,38℃,27℃,多云,西南风 3级,抚州
2022-08-26, 星期五 ,40℃,28℃,多云,西北风 1级,抚州
2022-08-27, 星期六 ,41℃,27℃,多云,西北风 2级,抚州
2022-08-28, 星期日 ,33℃,27℃,多云,北风 2级,抚州
2022-08-29, 星期一 ,34℃,27℃,小雨,东风 3级,抚州
2022-08-30, 星期二 ,37℃,27℃,多云,东北风 2级,抚州
2022-08-31, 星期三 ,36℃,26℃,多云,东北风 3级,抚州
2022-09-01, 星期四 ,33℃,26℃,多云,东风 2级,抚州
2022-09-02, 星期五 ,33℃,27℃,多云,西北风 3级,抚州
2022-09-03, 星期六 ,35℃,27℃,多云,西北风 2级,抚州
2022-09-04, 星期日 ,33℃,27℃,多云,西风 2级,抚州
2022-09-05, 星期一 ,35℃,27℃,多云,西北风 2级,抚州
2022-09-06, 星期二 ,30℃,27℃,多云,北风 1级,抚州
2022-09-07, 星期三 ,32℃,23℃,多云,东风 2级,抚州
2022-09-08, 星期四 ,34℃,23℃,晴,东风 3级,抚州
2022-09-09, 星期五 ,33℃,25℃,多云,东风 2级,抚州
2022-09-10, 星期六 ,31℃,23℃,多云,北风 1级,抚州
2022-09-11, 星期日 ,35℃,24℃,多云,西北风 1级,抚州
2022-09-12, 星期一 ,34℃,25℃,多云,西北风 2级,抚州
2022-09-13, 星期二 ,36℃,26℃,阴,东北风 3级,抚州
2022-09-14, 星期三 ,34℃,25℃,多云,西风 2级,抚州
2022-09-15, 星期四 ,36℃,24℃,多云,西北风 2级,抚州
2022-09-16, 星期五 ,35℃,24℃,多云,东风 3级,抚州
2022-09-17, 星期六 ,34℃,24℃,多云,东南风 3级,抚州
2022-09-18, 星期日 ,37℃,25℃,多云,东风 1级,抚州
2022-09-19, 星期一 ,35℃,24℃,晴,东风 2级,抚州
2022-09-20, 星期二 ,32℃,22℃,多云,南风 1级,抚州
2022-09-21, 星期三 ,32℃,24℃,阴,北风 3级,抚州
2022-09-22, 星期四 ,32℃,25℃,多云,东风 2级,抚州
2022-09-23, 星期五 ,28℃,23℃,多云,东北风 2级,抚州
2022-09-24, 星期六 ,30℃,23℃,晴,东北风 3级,抚州
2022-09-25, 星期日 ,32℃,24℃,晴,东北风 2级,抚州
2022-09-26, 星期一 ,32℃,24℃,多云,东北风 3级,抚州
2022-09-27, 星期二 ,32℃,25℃,多云,北风 3级,抚州
2022-09-28, 星期三 ,33℃,25℃,多云,北风 1级,抚州
2022-09-29, 星期四 ,35℃,26℃,多云,东风 2级,抚州
2022-09-30, 星期五 ,35℃,25℃,多云,东风 1级,抚州
2022-10-01, 星期六 ,34℃,25℃,晴,东北风 2级,抚州
2022-10-02, 星期日 ,36℃,25℃,晴,北风 2级,抚州
2022-10-03, 星期一 ,36℃,25℃,多云,北风 2级,抚州
2022-10-04, 星期二 ,37℃,24℃,晴,东风 4级,抚州
2022-10-05, 星期三 ,25℃,24℃,多云,东北风 2级,抚州
2022-10-06, 星期四 ,26℃,23℃,多云,东北风 3级,抚州
2022-10-07, 星期五 ,27℃,21℃,多云,东北风 3级,抚州
2022-10-08, 星期六 ,25℃,21℃,多云,东北风 3级,抚州
2022-10-09, 星期日 ,31℃,20℃,多云,西北风 2级,抚州
2022-10-10, 星期一 ,26℃,16℃,多云,东北风 2级,抚州
2022-10-11, 星期二 ,24℃,18℃,多云,南风 1级,抚州
2022-10-12, 星期三 ,25℃,20℃,多云,北风 3级,抚州
2022-10-13, 星期四 ,28℃,20℃,多云,东北风 3级,抚州
2022-10-14, 星期五 ,30℃,21℃,晴,西北风 2级,抚州
2022-10-15, 星期六 ,29℃,23℃,多云,西北风 2级,抚州
2022-10-16, 星期日 ,27℃,21℃,小雨,北风 1级,抚州
2022-10-17, 星期一 ,22℃,19℃,小雨,东北风 2级,抚州
2022-10-18, 星期二 ,21℃,17℃,多云,东北风 1级,抚州
2022-10-19, 星期三 ,23℃,18℃,多云,北风 2级,抚州
2022-10-20, 星期四 ,25℃,18℃,多云,北风 3级,抚州
2022-10-21, 星期五 ,29℃,22℃,晴,西北风 2级,抚州
2022-10-22, 星期六 ,30℃,21℃,多云,北风 3级,抚州
2022-10-23, 星期日 ,30℃,19℃,晴,东北风 2级,抚州
2022-10-24, 星期一 ,25℃,18℃,多云,北风 2级,抚州
2022-10-25, 星期二 ,22℃,17℃,多云,北风 2级,抚州
2022-10-26, 星期三 ,26℃,19℃,多云,北风 2级,抚州
2022-10-27, 星期四 ,28℃,21℃,多云,东北风 2级,抚州
2022-10-28, 星期五 ,23℃,21℃,多云,东北风 3级,抚州
2022-10-29, 星期六 ,23℃,19℃,多云,东北风 2级,抚州
2022-10-30, 星期日 ,24℃,20℃,多云,东北风 2级,抚州
2022-10-31, 星期一 ,21℃,18℃,中雨,东北风 3级,抚州
2022-11-01, 星期二 ,19℃,17℃,小雨,东南风 2级,抚州
2022-11-02, 星期三 ,20℃,17℃,小雨,西风 2级,抚州
2022-11-03, 星期四 ,20℃,18℃,多云,西风 2级,抚州
2022-11-04, 星期五 ,19℃,17℃,多云,北风 2级,抚州
2022-11-05, 星期六 ,20℃,16℃,多云,东北风 3级,抚州
2022-11-06, 星期日 ,20℃,17℃,多云,西北风 2级,抚州
2022-11-07, 星期一 ,21℃,18℃,多云,西风 1级,抚州
2022-11-08, 星期二 ,25℃,18℃,多云,北风 2级,抚州
2022-11-09, 星期三 ,23℃,21℃,多云,西北风 2级,抚州
2022-11-10, 星期四 ,29℃,22℃,多云,西北风 2级,抚州
2022-11-11, 星期五 ,27℃,21℃,多云,东南风 2级,抚州
2022-11-12, 星期六 ,32℃,20℃,晴,东南风 3级,抚州
2022-11-13, 星期日 ,29℃,19℃,多云,南风 1级,抚州
2022-11-14, 星期一 ,22℃,19℃,多云,西南风 1级,抚州
2022-11-15, 星期二 ,21℃,18℃,小雨,西北风 2级,抚州
2022-11-16, 星期三 ,20℃,16℃,小雨,东北风 1级,抚州
2022-11-17, 星期四 ,27℃,20℃,雾,东风 1级,抚州
2022-11-18, 星期五 ,28℃,20℃,雾,南风 3级,抚州
2022-11-19, 星期六 ,26℃,20℃,多云,南风 2级,抚州
2022-11-20, 星期日 ,25℃,20℃,雾,西北风 3级,抚州
2022-11-21, 星期一 ,22℃,19℃,多云,南风 2级,抚州
2022-11-22, 星期二 ,20℃,19℃,中雨,西风 2级,抚州
2022-11-23, 星期三 ,21℃,18℃,小雨,东风 2级,抚州
2022-11-24, 星期四 ,20℃,18℃,小雨,西南风 2级,抚州
2022-11-25, 星期五 ,18℃,17℃,中雨,西风 2级,抚州
2022-11-26, 星期六 ,25℃,17℃,多云,北风 2级,抚州
2022-11-27, 星期日 ,21℃,19℃,阴,北风 2级,抚州
2022-11-28, 星期一 ,26℃,20℃,晴,东北风 1级,抚州
2022-11-01, 星期二 ,19℃,17℃,小雨,东南风 2级,抚州
2022-11-02, 星期三 ,20℃,17℃,小雨,西风 2级,抚州
2022-11-03, 星期四 ,20℃,18℃,多云,西风 2级,抚州
2022-11-04, 星期五 ,19℃,17℃,多云,北风 2级,抚州
2022-11-05, 星期六 ,20℃,16℃,多云,东北风 3级,抚州
2022-11-06, 星期日 ,20℃,17℃,多云,西北风 2级,抚州
2022-11-07, 星期一 ,21℃,18℃,多云,西风 1级,抚州
2022-11-08, 星期二 ,25℃,18℃,多云,北风 2级,抚州
2022-11-09, 星期三 ,23℃,21℃,多云,西北风 2级,抚州
2022-11-10, 星期四 ,29℃,22℃,多云,西北风 2级,抚州
2022-11-11, 星期五 ,27℃,21℃,多云,东南风 2级,抚州
2022-11-12, 星期六 ,32℃,20℃,晴,东南风 3级,抚州
2022-11-13, 星期日 ,29℃,19℃,多云,南风 1级,抚州
2022-11-14, 星期一 ,22℃,19℃,多云,西南风 1级,抚州
2022-11-15, 星期二 ,21℃,18℃,小雨,西北风 2级,抚州
2022-11-16, 星期三 ,20℃,16℃,小雨,东北风 1级,抚州
2022-11-17, 星期四 ,27℃,20℃,雾,东风 1级,抚州
2022-11-18, 星期五 ,28℃,20℃,雾,南风 3级,抚州
2022-11-19, 星期六 ,26℃,20℃,多云,南风 2级,抚州
2022-11-20, 星期日 ,25℃,20℃,雾,西北风 3级,抚州
2022-11-21, 星期一 ,22℃,19℃,多云,南风 2级,抚州
2022-11-22, 星期二 ,20℃,19℃,中雨,西风 2级,抚州
2022-11-23, 星期三 ,21℃,18℃,小雨,东风 2级,抚州
2022-11-24, 星期四 ,20℃,18℃,小雨,西南风 2级,抚州
2022-11-25, 星期五 ,18℃,17℃,中雨,西风 2级,抚州
2022-11-26, 星期六 ,25℃,17℃,多云,北风 2级,抚州
2022-11-27, 星期日 ,21℃,19℃,阴,北风 2级,抚州
2022-11-28, 星期一 ,26℃,20℃,晴,东北风 1级,抚州
2022-01-01, 星期六 ,-21℃,-38℃,阴,西风 1级,宜春
2022-01-02, 星期日 ,-16℃,-26℃,多云,西风 3级,宜春
2022-01-03, 星期一 ,-18℃,-31℃,多云,西风 3级,宜春
2022-01-04, 星期二 ,-16℃,-31℃,晴,西风 2级,宜春
2022-01-05, 星期三 ,-17℃,-26℃,多云,东南风 1级,宜春
2022-01-06, 星期四 ,-18℃,-29℃,晴,南风 4级,宜春
2022-01-07, 星期五 ,-14℃,-33℃,多云,东南风 2级,宜春
2022-01-08, 星期六 ,-18℃,-33℃,晴,南风 1级,宜春
2022-01-09, 星期日 ,-17℃,-31℃,多云,西风 1级,宜春
2022-01-10, 星期一 ,-19℃,-30℃,阴,西风 1级,宜春
2022-01-11, 星期二 ,-17℃,-30℃,晴,西北风 1级,宜春
2022-01-12, 星期三 ,-17℃,-31℃,多云,西风 2级,宜春
2022-01-13, 星期四 ,-16℃,-30℃,多云,西风 2级,宜春
2022-01-14, 星期五 ,-14℃,-26℃,晴,南风 0级,宜春
2022-01-15, 星期六 ,-15℃,-22℃,小雪,东风 1级,宜春
2022-01-16, 星期日 ,-16℃,-25℃,阴,西风 2级,宜春
2022-01-17, 星期一 ,-16℃,-32℃,多云,西北风 1级,宜春
2022-01-18, 星期二 ,-17℃,-33℃,多云,西风 1级,宜春
2022-01-19, 星期三 ,-18℃,-32℃,多云,北风 0级,宜春
2022-01-20, 星期四 ,-14℃,-31℃,多云,西北风 1级,宜春
2022-01-21, 星期五 ,-13℃,-30℃,晴,西南风 1级,宜春
2022-01-22, 星期六 ,-11℃,-31℃,多云,西北风 1级,宜春
2022-01-23, 星期日 ,-10℃,-27℃,晴,西风 1级,宜春
2022-01-24, 星期一 ,-10℃,-20℃,多云,东风 1级,宜春
2022-01-25, 星期二 ,7℃,-2℃,多云,东南风 2级,宜春
2022-01-26, 星期三 ,-11℃,-25℃,多云,西风 3级,宜春
2022-01-27, 星期四 ,-11℃,-24℃,阴,西风 1级,宜春
2022-01-28, 星期五 ,-14℃,-26℃,多云,西风 2级,宜春
2022-01-29, 星期六 ,-13℃,-22℃,多云,西北风 3级,宜春
2022-01-30, 星期日 ,-10℃,-27℃,晴,西风 1级,宜春
2022-01-31, 星期一 ,-9℃,-24℃,多云,西北风 1级,宜春
2022-02-01, 星期二 ,-9℃,-26℃,晴,西风 2级,宜春
2022-02-02, 星期三 ,-11℃,-27℃,多云,西风 2级,宜春
2022-02-03, 星期四 ,-12℃,-29℃,晴,西风 3级,宜春
